"call_number","unit_id","incident_number","call_type","call_date","watch_date","received_dttm","entry_dttm","dispatch_dttm","response_dttm","on_scene_dttm","transport_dttm","hospital_dttm","call_final_disposition","available_dttm","address","city","zipcode_of_incident","battalion","station_area","box","original_priority","priority","final_priority","als_unit","call_type_group","number_of_alarms","unit_type","unit_sequence_in_call_dispatch","fire_prevention_district","supervisor_district","neighborhoods_analysis_boundaries","rowid","case_location","data_as_of","data_loaded_at",":@computed_region_ajp5_b2md"
"143151313","E13","14111538","Alarms","2014-11-11T00:00:00.000","2014-11-11T00:00:00.000","2014-11-11T11:43:30.000","2014-11-11T11:45:01.000","2014-11-11T11:46:00.000","2014-11-11T11:47:55.000","2014-11-11T11:48:12.000",,,"Fire","2014-11-11T12:03:06.000","GOLD ST/SANSOME ST","San Francisco","94111","B01","13","1212","3","3","3","true","Alarm","1","ENGINE","1","1","3","Chinatown","143151313-E13","POINT (-122.40191 37.796875)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","6"
"143221768","RA48","14114022","Outside Fire","2014-11-18T00:00:00.000","2014-11-18T00:00:00.000","2014-11-18T13:13:43.000","2014-11-18T13:15:01.000","2014-11-18T13:18:13.000","2014-11-18T13:18:13.000",,,,"Fire","2014-11-18T13:19:04.000","AVENUE I/14TH TI ST","Treasure Isla","94130","B03","48","2931","3","3","3","false","Fire","1","MEDIC","5","None","6","Treasure Island","143221768-RA48","POINT (-122.37143 37.829548)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","37"
"143230345","E03","14114239","Other","2014-11-19T00:00:00.000","2014-11-18T00:00:00.000","2014-11-19T04:55:40.000","2014-11-19T04:58:12.000","2014-11-19T04:59:18.000","2014-11-19T05:01:23.000","2014-11-19T05:03:56.000",,,"Fire","2014-11-19T05:16:26.000","ELLIS ST/LEAVENWORTH ST","San Francisco","94109","B03","03","1461","2","2","2","true","Alarm","1","ENGINE","1","2","6","Tenderloin","143230345-E03","POINT (-122.41443 37.784657)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","36"
"143232033","E01","14114398","Alarms","2014-11-19T00:00:00.000","2014-11-19T00:00:00.000","2014-11-19T15:19:13.000","2014-11-19T15:21:17.000","2014-11-19T15:21:58.000","2014-11-19T15:22:14.000","2014-11-19T15:24:10.000",,,"Fire","2014-11-19T15:26:44.000","TURK ST/JONES ST","San Francisco","94102","B03","01","1456","3","3","3","true","Alarm","1","ENGINE","1","2","6","Tenderloin","143232033-E01","POINT (-122.412415 37.783005)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","36"
"143240406","B01","14114604","Alarms","2014-11-20T00:00:00.000","2014-11-19T00:00:00.000","2014-11-20T05:34:34.000","2014-11-20T05:36:19.000","2014-11-20T05:36:28.000","2014-11-20T05:38:06.000",,,,"Fire","2014-11-20T05:39:55.000","POWELL ST/OFARRELL ST","San Francisco","94102","B01","01","1363","3","3","3","false","Alarm","1","CHIEF","2","1","3","Tenderloin","143240406-B01","POINT (-122.408035 37.78641)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","8"
"143242925","E05","14114828","Alarms","2014-11-20T00:00:00.000","2014-11-20T00:00:00.000","2014-11-20T19:03:58.000","2014-11-20T19:05:15.000","2014-11-20T19:06:28.000","2014-11-20T19:09:14.000","2014-11-20T19:09:14.000",,,"Fire","2014-11-20T19:12:22.000","FILLMORE ST/HAYES ST","San Francisco","94117","B02","05","3522","3","3","3","true","Alarm","1","ENGINE","1","5","5","Hayes Valley","143242925-E05","POINT (-122.4312 37.775833)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","9"
"143243021","E33","14114834","Alarms","2014-11-20T00:00:00.000","2014-11-20T00:00:00.000","2014-11-20T19:33:53.000","2014-11-20T19:35:48.000","2014-11-20T19:35:52.000","2014-11-20T19:36:23.000","2014-11-20T19:40:27.000",,,"Fire","2014-11-20T19:52:54.000","FONT BLVD/CHUMASERO DR","San Francisco","94132","B08","33","8422","3","3","3","false","Alarm","1","ENGINE","1","8","7","Lakeshore","143243021-E33","POINT (-122.47299 37.71501)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","16"
"143261522","T05","14115474","Alarms","2014-11-22T00:00:00.000","2014-11-22T00:00:00.000","2014-11-22T11:45:27.000","2014-11-22T11:46:55.000","2014-11-22T11:47:06.000","2014-11-22T11:47:35.000","2014-11-22T11:51:24.000",,,"Fire","2014-11-22T11:56:28.000","IVY ST/GOUGH ST","San Francisco","94102","B02","36","3214","3","3","3","false","Alarm","1","TRUCK","2","2","5","Hayes Valley","143261522-T05","POINT (-122.42307 37.77735)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","9"
"143261721","E21","14115493","Alarms","2014-11-22T00:00:00.000","2014-11-22T00:00:00.000","2014-11-22T12:32:29.000","2014-11-22T12:34:08.000","2014-11-22T12:34:29.000","2014-11-22T12:35:36.000","2014-11-22T12:37:40.000",,,"Fire","2014-11-22T12:48:28.000","SCOTT ST/HAIGHT ST","San Francisco","94117","B05","21","4142","3","3","3","false","Alarm","1","ENGINE","1","5","5","Haight Ashbury","143261721-E21","POINT (-122.43537 37.77148)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","3"
"143290689","T05","14116580","Alarms","2014-11-25T00:00:00.000","2014-11-24T00:00:00.000","2014-11-25T07:50:22.000","2014-11-25T07:52:01.000","2014-11-25T07:52:16.000","2014-11-25T07:54:05.000","2014-11-25T08:01:37.000",,,"Fire","2014-11-25T08:01:40.000","BAKER ST/MCALLISTER ST","San Francisco","94117","B05","21","4254","3","3","3","false","Alarm","1","TRUCK","3","5","5","Lone Mountain/USF","143290689-T05","POINT (-122.44168 37.777374)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","18"
"143303472","B07","14117172","Alarms","2014-11-26T00:00:00.000","2014-11-26T00:00:00.000","2014-11-26T21:15:42.000","2014-11-26T21:15:43.000","2014-11-26T21:15:57.000","2014-11-26T21:17:04.000","2014-11-26T21:20:31.000",,,"Fire","2014-11-26T21:21:44.000","FULTON ST/SHRADER ST","San Francisco","94118","B05","21","4542","3","3","3","false","Alarm","1","CHIEF","3","5","1","Lone Mountain/USF","143303472-B07","POINT (-122.453 37.77497)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","18"
"143312091","84","14117454","Water Rescue","2014-11-27T00:00:00.000","2014-11-27T00:00:00.000","2014-11-27T17:41:57.000","2014-11-27T17:43:11.000","2014-11-27T17:44:56.000","2014-11-27T17:45:57.000","2014-11-27T17:52:51.000",,,"Fire","2014-11-27T18:50:48.000","LINCOLN BLVD/LANGDON CT","Presidio","94129","B99","51","4629","3","3","3","true","Fire","1","MEDIC","3","7","2","Presidio","143312091-84","POINT (-122.4761 37.80318)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","27"
"143312431","B07","14117494","Alarms","2014-11-27T00:00:00.000","2014-11-27T00:00:00.000","2014-11-27T20:42:52.000","2014-11-27T20:43:47.000","2014-11-27T20:44:00.000","2014-11-27T20:45:15.000","2014-11-27T20:48:48.000",,,"Fire","2014-11-27T20:54:41.000","NORTH 15TH AVE/END","Presidio","94129","B99","31","4623","3","3","3","false","Alarm","1","CHIEF","2","7","2","Presidio","143312431-B07","POINT (-122.47461 37.788216)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","27"
"143312446","E08","14117496","Alarms","2014-11-27T00:00:00.000","2014-11-27T00:00:00.000","2014-11-27T20:48:30.000","2014-11-27T20:49:55.000","2014-11-27T20:50:07.000","2014-11-27T20:50:59.000","2014-11-27T20:53:20.000",,,"Fire","2014-11-27T21:05:53.000","04TH ST/CLEMENTINA ST","San Francisco","94103","B03","01","2215","3","3","3","true","Alarm","1","ENGINE","2","3","6","South of Market","143312446-E08","POINT (-122.401695 37.78245)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","34"
"143320859","B02","14117642","Alarms","2014-11-28T00:00:00.000","2014-11-28T00:00:00.000","2014-11-28T09:23:13.000","2014-11-28T09:24:14.000","2014-11-28T09:24:25.000","2014-11-28T09:24:59.000",,,,"Fire","2014-11-28T09:38:20.000","OAK ST/BUCHANAN ST","San Francisco","94102","B02","05","3523","3","3","3","false","Alarm","1","CHIEF","3","2","5","Hayes Valley","143320859-B02","POINT (-122.42754 37.774387)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","9"
"143321072","B10","14117662","Alarms","2014-11-28T00:00:00.000","2014-11-28T00:00:00.000","2014-11-28T10:55:37.000","2014-11-28T10:57:22.000","2014-11-28T10:57:40.000","2014-11-28T10:58:00.000",,,,"Fire","2014-11-28T11:02:38.000","23RD ST/HAMPSHIRE ST","San Francisco","94110","B06","07","5474","3","3","3","false","Alarm","1","CHIEF","3","6","9","Mission","143321072-B10","POINT (-122.40745 37.754505)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","20"
"143321903","T18","14117736","Alarms","2014-11-28T00:00:00.000","2014-11-28T00:00:00.000","2014-11-28T15:17:22.000","2014-11-28T15:18:51.000","2014-11-28T15:19:06.000","2014-11-28T15:19:45.000",,,,"Fire","2014-11-28T15:25:07.000","48TH AVE/IRVING ST","San Francisco","94122","B08","23","7721","3","3","3","false","Alarm","1","TRUCK","3","8","4","Sunset/Parkside","143321903-T18","POINT (-122.5082 37.76219)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","35"
"143322781","E01","14117797","Alarms","2014-11-28T00:00:00.000","2014-11-28T00:00:00.000","2014-11-28T20:33:31.000","2014-11-28T20:34:45.000","2014-11-28T20:35:33.000","2014-11-28T20:37:54.000","2014-11-28T20:37:54.000",,,"Fire","2014-11-28T20:46:38.000","04TH ST/CLEMENTINA ST","San Francisco","94103","B03","01","2215","3","3","3","true","Alarm","1","ENGINE","1","3","6","South of Market","143322781-E01","POINT (-122.401695 37.78245)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","34"
"143322846","B03","14117806","Alarms","2014-11-28T00:00:00.000","2014-11-28T00:00:00.000","2014-11-28T21:07:41.000","2014-11-28T21:09:27.000","2014-11-28T21:09:39.000","2014-11-28T21:11:33.000",,,,"Fire","2014-11-28T21:14:00.000","JESSIE EAST ST/MISSION ST","San Francisco","94103","B03","01","2213","3","3","3","false","Alarm","1","CHIEF","3","3","6","South of Market","143322846-B03","POINT (-122.40486 37.784008)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","34"
"200471941","B02","20020435","Alarms","2020-02-16T00:00:00.000","2020-02-16T00:00:00.000","2020-02-16T14:39:32.000","2020-02-16T14:40:50.000","2020-02-16T14:41:02.000","2020-02-16T14:42:45.000","2020-02-16T14:44:21.000",,,"Fire","2020-02-16T14:47:13.000","LARKIN ST/HAYES ST","San Francisco","94102","B02","36","1552","3","3","3","false","Alarm","1","CHIEF","2","2","6","Tenderloin","200471941-B02","POINT (-122.416405 37.77772)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","36"
"200500437","66","20021484","Medical Incident","2020-02-19T00:00:00.000","2020-02-18T00:00:00.000","2020-02-19T06:20:24.000","2020-02-19T06:21:50.000","2020-02-19T06:22:10.000","2020-02-19T06:22:16.000",,,,"SFPD","2020-02-19T06:27:22.000","21ST ST/ALABAMA ST","San Francisco","94110","B06","07","0545","2","2","2","true","Non Life-threatening","1","MEDIC","1","6","9","Mission","200500437-66","POINT (-122.41142 37.757484)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","20"
"200513481","B05","20022234","Alarms","2020-02-20T00:00:00.000","2020-02-20T00:00:00.000","2020-02-20T18:31:27.000","2020-02-20T18:32:46.000","2020-02-20T18:32:54.000","2020-02-20T18:33:56.000","2020-02-20T18:39:28.000",,,"Fire","2020-02-20T18:47:54.000","STEINER ST/ELLIS ST","San Francisco","94115","B04","05","3623","3","3","3","false","Alarm","1","CHIEF","3","5","5","Western Addition","200513481-B05","POINT (-122.43416 37.78215)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","39"
"200521316","E22","20022480","Alarms","2020-02-21T00:00:00.000","2020-02-21T00:00:00.000","2020-02-21T10:30:55.000","2020-02-21T10:32:29.000","2020-02-21T10:33:24.000",,,,,"Fire","2020-02-21T10:35:11.000","IRVING ST/14TH AVE","San Francisco","94122","B08","22","7366","3","3","3","true","Alarm","1","ENGINE","2","8","5","Inner Sunset","200521316-E22","POINT (-122.471664 37.7638)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","14"
"200521789","E11","20022524","Alarms","2020-02-21T00:00:00.000","2020-02-21T00:00:00.000","2020-02-21T12:23:03.000","2020-02-21T12:24:05.000","2020-02-21T12:24:12.000","2020-02-21T12:25:03.000","2020-02-21T12:26:56.000",,,"Fire","2020-02-21T12:28:55.000","25TH ST/CAPP ST","San Francisco","94110","B06","11","5534","3","3","3","true","Alarm","1","ENGINE","2","6","9","Mission","200521789-E11","POINT (-122.4172 37.750706)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","20"
"200530647","B01","20022877","Alarms","2020-02-22T00:00:00.000","2020-02-21T00:00:00.000","2020-02-22T06:41:13.000","2020-02-22T06:43:01.000","2020-02-22T06:43:05.000","2020-02-22T06:45:18.000",,,,"Fire","2020-02-22T06:52:10.000","EDDY ST/MASON ST","San Francisco","94102","B03","01","1364","3","3","3","false","Alarm","1","CHIEF","3","3","6","Tenderloin","200530647-B01","POINT (-122.40931 37.784348)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","36"
"200550234","B10","20023689","Alarms","2020-02-24T00:00:00.000","2020-02-23T00:00:00.000","2020-02-24T03:23:34.000","2020-02-24T03:24:54.000","2020-02-24T03:25:11.000","2020-02-24T03:27:37.000","2020-02-24T03:35:59.000",,,"Fire","2020-02-24T03:39:22.000","FRIEDELL ST/KIRKWOOD AVE","Hunters Point","94124","B10","17","6721","3","3","3","false","Alarm","1","CHIEF","3","10","10","Bayview Hunters Point","200550234-B10","POINT (-122.37082 37.72731)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","1"
"200563045","E31","20024423","Alarms","2020-02-25T00:00:00.000","2020-02-25T00:00:00.000","2020-02-25T17:19:55.000","2020-02-25T17:20:40.000","2020-02-25T17:21:01.000","2020-02-25T17:22:47.000",,,,"Fire","2020-02-25T17:24:47.000","GEARY BLVD/16TH AVE","San Francisco","94118","B07","31","7161","3","3","3","false","Alarm","1","ENGINE","3","7","1","Outer Richmond","200563045-E31","POINT (-122.47508 37.78053)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","29"
"200572623","B06","20024825","Alarms","2020-02-26T00:00:00.000","2020-02-26T00:00:00.000","2020-02-26T15:09:23.000","2020-02-26T15:12:04.000","2020-02-26T15:12:09.000","2020-02-26T15:13:31.000","2020-02-26T15:19:18.000",,,"Fire","2020-02-26T15:31:06.000","NOE ST/28TH ST","San Francisco","94131","B06","11","5561","3","3","3","false","Alarm","1","CHIEF","3","6","8","Noe Valley","200572623-B06","POINT (-122.43126 37.745033)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","22"
"200573185","E43","20024872","Alarms","2020-02-26T00:00:00.000","2020-02-26T00:00:00.000","2020-02-26T17:33:30.000","2020-02-26T17:34:13.000","2020-02-26T17:34:32.000","2020-02-26T17:35:51.000","2020-02-26T17:39:07.000",,,"Fire","2020-02-26T17:43:33.000","MISSION ST/COTTER ST","San Francisco","94112","B09","43","6116","3","3","3","true","Alarm","1","ENGINE","1","9","11","Excelsior","200573185-E43","POINT (-122.432915 37.727177)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","28"
"200573359","E39","20024893","Alarms","2020-02-26T00:00:00.000","2020-02-26T00:00:00.000","2020-02-26T18:07:51.000","2020-02-26T18:11:17.000","2020-02-26T18:11:32.000","2020-02-26T18:13:38.000","2020-02-26T18:16:30.000",,,"Fire","2020-02-26T18:20:19.000","MONTALVO AVE/CASTENADA AVE","San Francisco","94116","B08","39","8621","3","3","3","true","Alarm","1","ENGINE","1","8","7","West of Twin Peaks","200573359-E39","POINT (-122.46574 37.74569)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","41"
"200580189","T01","20025050","Alarms","2020-02-27T00:00:00.000","2020-02-26T00:00:00.000","2020-02-27T02:24:38.000","2020-02-27T02:25:29.000","2020-02-27T02:25:49.000","2020-02-27T02:27:29.000","2020-02-27T02:29:25.000",,,"Fire","2020-02-27T03:03:31.000","06TH ST/MISSION ST","San Francisco","94103","B03","01","2251","3","3","3","false","Alarm","1","TRUCK","2","3","6","South of Market","200580189-T01","POINT (-122.40871 37.78097)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","34"
"200581258","RS1","20025160","Other","2020-02-27T00:00:00.000","2020-02-27T00:00:00.000","2020-02-27T10:08:02.000","2020-02-27T10:08:44.000","2020-02-27T10:09:21.000","2020-02-27T10:09:49.000","2020-02-27T10:19:36.000",,,"Fire","2020-02-27T11:03:18.000","22ND ST/POTRERO AVE","San Francisco","94110","B10","37","2552","3","3","3","false","Fire","1","RESCUE SQUAD","1","10","10","Mission","200581258-RS1","POINT (-122.40664 37.75617)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","20"
"200590444","B04","20025545","Alarms","2020-02-28T00:00:00.000","2020-02-27T00:00:00.000","2020-02-28T05:26:19.000","2020-02-28T05:27:24.000","2020-02-28T05:27:28.000","2020-02-28T05:29:36.000",,,,"Fire","2020-02-28T05:34:50.000","LAGUNA ST/CHESTNUT ST","San Francisco","94123","B04","16","3341","3","3","3","false","Alarm","1","CHIEF","3","4","2","Marina","200590444-B04","POINT (-122.43131 37.801445)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","13"
"200613163","E32","20026767","Alarms","2020-03-01T00:00:00.000","2020-03-01T00:00:00.000","2020-03-01T19:05:22.000","2020-03-01T19:08:06.000","2020-03-01T19:08:22.000","2020-03-01T19:09:33.000","2020-03-01T19:12:29.000",,,"Fire","2020-03-01T19:26:05.000","GLADSTONE DR/MAYNARD ST","San Francisco","94112","B09","32","5683","3","3","3","true","Alarm","1","ENGINE","1","9","11","Excelsior","200613163-E32","POINT (-122.4238 37.72951)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","7"
"200613622","62","20026815","Medical Incident","2020-03-01T00:00:00.000","2020-03-01T00:00:00.000","2020-03-01T21:42:33.000","2020-03-01T21:42:33.000","2020-03-01T21:42:33.000","2020-03-01T21:42:33.000","2020-03-01T21:42:33.000",,,"SFPD","2020-03-01T22:42:01.000",,,,"B03",,,"2","2","2","true","Non Life-threatening","1","MEDIC","1","None","None","None","200613622-62",,"2024-02-05T03:27:52.000","2024-02-05T10:56:25.000",
"200613851","T05","20026844","Alarms","2020-03-01T00:00:00.000","2020-03-01T00:00:00.000","2020-03-01T23:21:04.000","2020-03-01T23:23:18.000","2020-03-01T23:23:30.000","2020-03-01T23:24:56.000","2020-03-01T23:27:34.000",,,"Fire","2020-03-01T23:50:06.000","CALIFORNIA ST/WEBSTER ST","San Francisco","94115","B04","38","3511","3","3","3","true","Alarm","1","TRUCK","3","4","2","Pacific Heights","200613851-T05","POINT (-122.4322 37.789116)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","30"
"200621390","T02","20027024","Alarms","2020-03-02T00:00:00.000","2020-03-02T00:00:00.000","2020-03-02T11:09:30.000","2020-03-02T11:10:43.000","2020-03-02T11:10:48.000","2020-03-02T11:10:53.000","2020-03-02T11:15:27.000",,,"Fire","2020-03-02T11:26:29.000","BUSH ST/DASHIELL HAMMETT ST","San Francisco","94108","B01","02","1361","3","3","3","false","Alarm","1","TRUCK","1","1","3","Nob Hill","200621390-T02","POINT (-122.40787 37.790276)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","21"
"200622685","E03","20027154","Outside Fire","2020-03-02T00:00:00.000","2020-03-02T00:00:00.000","2020-03-02T16:28:42.000","2020-03-02T16:28:42.000","2020-03-02T16:28:55.000","2020-03-02T16:31:56.000","2020-03-02T16:31:56.000",,,"Fire","2020-03-02T16:36:43.000","POST ST/LEAVENWORTH ST","San Francisco","94109","B04","03","1543","B","3","3","true","Fire","1","ENGINE","1","4","6","Tenderloin","200622685-E03","POINT (-122.41499 37.787453)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","36"
"200630387","T08","20027371","Alarms","2020-03-03T00:00:00.000","2020-03-02T00:00:00.000","2020-03-03T05:43:47.000","2020-03-03T05:46:14.000","2020-03-03T05:46:21.000","2020-03-03T05:48:39.000",,,,"Fire","2020-03-03T06:03:54.000","TOWNSEND ST/LUSK ST","San Francisco","94107","B03","08","2171","3","3","3","false","Alarm","1","TRUCK","3","3","6","South of Market","200630387-T08","POINT (-122.39386 37.777977)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","34"
"200640154","E18","20027790","Outside Fire","2020-03-04T00:00:00.000","2020-03-03T00:00:00.000","2020-03-04T01:50:24.000","2020-03-04T01:51:34.000","2020-03-04T01:52:15.000",,,,,"Fire","2020-03-04T01:55:28.000","22ND AVE/IRVING ST","San Francisco","94122","B08","22","7451","3","3","3","true","Fire","1","ENGINE","2","8","4","Sunset/Parkside","200640154-E18","POINT (-122.48034 37.76342)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","35"
"200651904","E02","20028447","Alarms","2020-03-05T00:00:00.000","2020-03-05T00:00:00.000","2020-03-05T12:42:17.000","2020-03-05T12:43:39.000","2020-03-05T12:43:49.000",,,,,"Fire","2020-03-05T12:43:52.000","SANSOME ST/CLAY ST","San Francisco","94111","B01","13","1211","3","3","3","true","Alarm","1","ENGINE","3","1","3","Chinatown","200651904-E02","POINT (-122.40149 37.794838)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","6"
